Topic,Words,Frequency,Timestamp
79,"telescope, astronomy, astronomical, sky, telescopes",122,2020-02-04 10:48:00.000
80,"detector, detectors, argon, readout, liquid",117,2020-02-04 10:48:00.000
81,"knots, knot, links, braid, homology",135,2020-02-04 10:48:00.000
82,"materials, molecular, molecular dynamics, potentials, force",77,2020-02-04 10:48:00.000
83,"remote sensing, remote, crop, plant, sensing",74,2020-02-04 10:48:00.000
84,"summarization, sentiment, sentiment analysis, abstractive, topic",131,2020-02-04 10:48:00.000
-1,"quantum, equations, optical, spin, magnetic",30554,2020-06-16 14:24:00.000
0,"galaxies, galaxy, stellar, star, stars",2378,2020-06-16 14:24:00.000
1,"magnetic, spin, hall, superconductivity, films",2270,2020-06-16 14:24:00.000
2,"collisions, qcd, production, decays, lhc",1468,2020-06-16 14:24:00.000
3,"surfaces, curvature, curves, manifolds, bundles",1557,2020-06-16 14:24:00.000
4,"gravity, gauge, theories, cosmological, inflation",1328,2020-06-16 14:24:00.000
5,"mimo, wireless, intelligent, communications, iot",970,2020-06-16 14:24:00.000
6,"graphs, trees, hypergraphs, cycles, coloring",1022,2020-06-16 14:24:00.000
7,"language, machine translation, translation, language models, neural machine",646,2020-06-16 14:24:00.000
8,"segmentation, mri, medical, medical image, ct",789,2020-06-16 14:24:00.000
9,"black, black hole, hole, black holes, holes",829,2020-06-16 14:24:00.000
10,"speech, speaker, music, audio, speech recognition",767,2020-06-16 14:24:00.000
11,"quantum, quantum systems, circuits, quantum circuits, manybody",524,2020-06-16 14:24:00.000
12,"time series, forecasting, carlo, highdimensional, monte carlo",705,2020-06-16 14:24:00.000
13,"ai, intelligence, artificial intelligence, citation, agents",304,2020-06-16 14:24:00.000
14,"nonconvex, descent, convex, gradient descent, stochastic gradient",619,2020-06-16 14:24:00.000
15,"algebras, categories, lie, modules, algebra",589,2020-06-16 14:24:00.000
16,"photonic, optical, cavity, optomechanical, waveguide",537,2020-06-16 14:24:00.000
17,"protein, cell, dna, molecular, drug",406,2020-06-16 14:24:00.000
18,"brain, spiking, eeg, spiking neural, disease",415,2020-06-16 14:24:00.000
19,"financial, market, pricing, markets, stock",442,2020-06-16 14:24:00.000
20,"deep neural, architecture search, pruning, neural architecture, architecture",558,2020-06-16 14:24:00.000
21,"reinforcement learning, reinforcement, policy, deep reinforcement, offpolicy",399,2020-06-16 14:24:00.000
22,"polymer, granular, porous, droplets, fracture",520,2020-06-16 14:24:00.000
23,"load, voltage, electricity, power systems, optimal power",397,2020-06-16 14:24:00.000
24,"driving, autonomous, traffic, planning, vehicles",319,2020-06-16 14:24:00.000
25,"object detection, object, point cloud, cloud, lidar",363,2020-06-16 14:24:00.000
26,"covid19, epidemic, pandemic, covid19 pandemic, infection",954,2020-06-16 14:24:00.000
27,"domain adaptation, adaptation, multilabel, label, metalearning",451,2020-06-16 14:24:00.000
28,"imitation, manipulation, robot, robotic, robots",222,2020-06-16 14:24:00.000
29,"causal, treatment, causal inference, quantile, survival",332,2020-06-16 14:24:00.000
30,"dark, dark matter, dark energy, axion, searches",363,2020-06-16 14:24:00.000
31,"optimal control, predictive control, model predictive, predictive, kalman",305,2020-06-16 14:24:00.000
32,"navierstokes, galerkin, navierstokes equations, discontinuous, discontinuous galerkin",356,2020-06-16 14:24:00.000
33,"gammaray, pulsar, bursts, xray, pulsars",344,2020-06-16 14:24:00.000
34,"software, vulnerability, software engineering, source code, code generation",200,2020-06-16 14:24:00.000
35,"depth, depth estimation, stereo, monocular, splatting",216,2020-06-16 14:24:00.000
36,"hpc, serverless, cloud, gpu, encryption",361,2020-06-16 14:24:00.000
37,"adversarial, attacks, adversarial attacks, attack, adversarial examples",327,2020-06-16 14:24:00.000
38,"fractional, elliptic, equations, laplacian, elliptic equations",357,2020-06-16 14:24:00.000
39,"operators, sobolev, inequalities, banach, inequality",322,2020-06-16 14:24:00.000
40,"health, clinical, medical, healthcare, depression",198,2020-06-16 14:24:00.000
41,"face, facial, face recognition, recognition, expression",292,2020-06-16 14:24:00.000
42,"graph neural, graph convolutional, node, convolutional, convolutional networks",294,2020-06-16 14:24:00.000
43,"neutrino, neutrinos, oscillations, mass, dark",273,2020-06-16 14:24:00.000
44,"superresolution, image superresolution, denoising, video, image restoration",253,2020-06-16 14:24:00.000
45,"logic, automata, boolean, logics, semantics",259,2020-06-16 14:24:00.000
46,"solar, coronal, flare, wind, magnetic",319,2020-06-16 14:24:00.000
47,"recommendation, recommender, recommender systems, recommendations, collaborative filtering",219,2020-06-16 14:24:00.000
48,"plasma, plasmas, electron, laser, ionization",284,2020-06-16 14:24:00.000
49,"federated, federated learning, privacy, learning federated, noniid",130,2020-06-16 14:24:00.000
50,"bilayer, twisted, electronic, graphite, tunable",361,2020-06-16 14:24:00.000
51,"question, answering, question answering, knowledge, knowledge graph",188,2020-06-16 14:24:00.000
52,"schrodinger, nonlinear schrodinger, equations, wave, wave equations",254,2020-06-16 14:24:00.000
53,"action, action recognition, recognition, reality, activity recognition",217,2020-06-16 14:24:00.000
54,"multimodal, visionlanguage, video understanding, video, videos",43,2020-06-16 14:24:00.000
55,"seismic, climate, precipitation, assimilation, weather",156,2020-06-16 14:24:00.000
56,"turbulence, turbulent, convection, vortex, reynolds",247,2020-06-16 14:24:00.000
57,"transformers, attention, generative adversarial, gans, gan",153,2020-06-16 14:24:00.000
58,"uav, uavs, aerial, drone, unmanned",227,2020-06-16 14:24:00.000
59,"imagetoimage, imagetoimage translation, scene graph, image generation, style",80,2020-06-16 14:24:00.000
60,"groups, subgroups, finite groups, finite, conjugacy",229,2020-06-16 14:24:00.000
61,"blockchain, smart, smart contracts, contracts, fraud",242,2020-06-16 14:24:00.000
62,"privacy, private, differentially private, differentially, differential privacy",203,2020-06-16 14:24:00.000
63,"games, game, nash, equilibria, mean field",198,2020-06-16 14:24:00.000
64,"brownian, brownian motion, stochastic differential, sdes, equations",214,2020-06-16 14:24:00.000
65,"codes, decoding, polar, list, decoder",178,2020-06-16 14:24:00.000
66,"dialogue, dialog, state tracking, conversational, taskoriented",143,2020-06-16 14:24:00.000
67,"anomaly, anomaly detection, outlier, outlier detection, anomalies",112,2020-06-16 14:24:00.000
68,"physicsinformed, differential equations, physicsinformed neural, partial differential, equations",80,2020-06-16 14:24:00.000
69,"segmentation, semantic segmentation, semantic, instance segmentation, instance",145,2020-06-16 14:24:00.000
70,"community, community detection, centrality, complex networks, social networks",187,2020-06-16 14:24:00.000
71,"plasmonic, metamaterials, plasmon, metamaterial, surface",192,2020-06-16 14:24:00.000
72,"news, opinion, fake, twitter, social",142,2020-06-16 14:24:00.000
73,"inverse problems, diffusion models, normalizing flows, normalizing, linear inverse",60,2020-06-16 14:24:00.000
74,"supernova, ia, sn, remnant, remnants",173,2020-06-16 14:24:00.000
75,"entanglement, multipartite, entanglement entropy, entangled, quantum entanglement",144,2020-06-16 14:24:00.000
76,"boseeinstein, condensates, bose, condensate, superfluid",162,2020-06-16 14:24:00.000
77,"neutron, neutron stars, star, stars, mergers",154,2020-06-16 14:24:00.000
78,"matrices, random matrices, markov, markov chains, random variables",177,2020-06-16 14:24:00.000
79,"astronomical, astronomy, telescope, sky, observatory",147,2020-06-16 14:24:00.000
80,"detector, detectors, argon, readout, liquid",161,2020-06-16 14:24:00.000
81,"knots, knot, links, braid, homology",121,2020-06-16 14:24:00.000
82,"materials, crystal, atomistic, force fields, additive manufacturing",95,2020-06-16 14:24:00.000
83,"remote sensing, remote, sensing, plant, imagery",78,2020-06-16 14:24:00.000
84,"sentiment, summarization, sentiment analysis, topic, abstractive",170,2020-06-16 14:24:00.000
-1,"quantum, equations, magnetic, optical, spin",31009,2020-10-27 18:00:00.000
0,"galaxies, galaxy, stars, stellar, star",2373,2020-10-27 18:00:00.000
1,"magnetic, hall, spin, superconductivity, films",2171,2020-10-27 18:00:00.000
2,"collisions, qcd, production, decays, lhc",1646,2020-10-27 18:00:00.000
3,"surfaces, curvature, curves, polynomials, manifolds",1626,2020-10-27 18:00:00.000
4,"gravity, gauge, theories, inflation, cosmological",1405,2020-10-27 18:00:00.000
5,"mimo, wireless, communications, intelligent, massive",985,2020-10-27 18:00:00.000
6,"graphs, trees, hypergraphs, cycles, coloring",979,2020-10-27 18:00:00.000
7,"language, translation, machine translation, language models, bert",548,2020-10-27 18:00:00.000
8,"segmentation, mri, medical, ct, medical image",732,2020-10-27 18:00:00.000
9,"black, black hole, black holes, holes, hole",853,2020-10-27 18:00:00.000
10,"speech, speech recognition, speaker, audio, music",740,2020-10-27 18:00:00.000
11,"quantum, quantum systems, circuits, quantum circuits, quantum computing",520,2020-10-27 18:00:00.000
12,"time series, forecasting, gaussian processes, series forecasting, carlo",727,2020-10-27 18:00:00.000
13,"ai, intelligence, artificial intelligence, students, ethics",334,2020-10-27 18:00:00.000
14,"nonconvex, convex, descent, gradient descent, convex optimization",629,2020-10-27 18:00:00.000
15,"algebras, lie, categories, modules, algebra",553,2020-10-27 18:00:00.000
16,"photonic, optical, cavity, laser, waveguide",532,2020-10-27 18:00:00.000
17,"protein, dna, molecular, cell, drug",441,2020-10-27 18:00:00.000
18,"spiking, brain, eeg, spiking neural, disease",404,2020-10-27 18:00:00.000
19,"financial, market, portfolio, pricing, stock",426,2020-10-27 18:00:00.000
20,"deep neural, architecture search, neural architecture, pruning, architecture",541,2020-10-27 18:00:00.000
21,"reinforcement learning, reinforcement, policy, deep reinforcement, offline",428,2020-10-27 18:00:00.000
22,"granular, porous, droplet, polymer, droplets",522,2020-10-27 18:00:00.000
23,"electricity, wind, electric, power systems, renewable",456,2020-10-27 18:00:00.000
24,"traffic, driving, planning, autonomous, trajectory",327,2020-10-27 18:00:00.000
25,"object detection, object, point cloud, cloud, lidar",335,2020-10-27 18:00:00.000
26,"covid19, pandemic, epidemic, covid19 pandemic, infection",918,2020-10-27 18:00:00.000
27,"domain adaptation, adaptation, label, multilabel, metalearning",386,2020-10-27 18:00:00.000
28,"manipulation, robotic, imitation, robot, imitation learning",253,2020-10-27 18:00:00.000
29,"causal, treatment, causal inference, quantile, imputation",313,2020-10-27 18:00:00.000
30,"dark, dark matter, dark energy, axion, scalar",409,2020-10-27 18:00:00.000
31,"predictive control, predictive, model predictive, optimal control, nonlinear systems",314,2020-10-27 18:00:00.000
32,"navierstokes, navierstokes equations, galerkin, compressible, equations",377,2020-10-27 18:00:00.000
33,"gammaray, pulsar, bursts, xray, pulsars",339,2020-10-27 18:00:00.000
34,"software, code generation, requirements, software engineering, engineering",220,2020-10-27 18:00:00.000
35,"depth, monocular, depth estimation, stereo, scene",173,2020-10-27 18:00:00.000
36,"hpc, serverless, gpu, cloud, encryption",265,2020-10-27 18:00:00.000
37,"adversarial, attacks, adversarial attacks, attack, adversarial examples",346,2020-10-27 18:00:00.000
38,"fractional, elliptic, equations, elliptic equations, laplacian",342,2020-10-27 18:00:00.000
39,"operators, sobolev, banach, inequalities, banach spaces",292,2020-10-27 18:00:00.000
40,"clinical, health, medical, biomedical, diabetes",205,2020-10-27 18:00:00.000
41,"face, facial, face recognition, recognition, deepfake",257,2020-10-27 18:00:00.000
42,"graph neural, graph convolutional, node, graph representation, representation learning",272,2020-10-27 18:00:00.000
43,"neutrino, neutrinos, mass, oscillations, flavor",307,2020-10-27 18:00:00.000
44,"superresolution, denoising, image superresolution, restoration, image restoration",231,2020-10-27 18:00:00.000
45,"logic, automata, logics, boolean, modal",250,2020-10-27 18:00:00.000
46,"solar, coronal, flare, magnetic, wind",312,2020-10-27 18:00:00.000
47,"recommendation, recommender, recommender systems, recommendations, collaborative filtering",204,2020-10-27 18:00:00.000
48,"plasma, plasmas, electron, laser, ionization",314,2020-10-27 18:00:00.000
49,"federated, federated learning, learning federated, privacy, personalized federated",170,2020-10-27 18:00:00.000
50,"bilayer, twisted, graphite, moire, electronic",329,2020-10-27 18:00:00.000
51,"question, answering, question answering, knowledge, knowledge graph",193,2020-10-27 18:00:00.000
52,"schrodinger, nonlinear schrodinger, equations, wave, wave equations",286,2020-10-27 18:00:00.000
53,"action, action recognition, recognition, activity recognition, reality",202,2020-10-27 18:00:00.000
54,"multimodal, visionlanguage, visual, reasoning, vision language",37,2020-10-27 18:00:00.000
55,"climate, earthquake, seismic, assimilation, weather",196,2020-10-27 18:00:00.000
56,"turbulence, turbulent, convection, vortex, waves",269,2020-10-27 18:00:00.000
57,"transformers, gans, attention, generative adversarial, transformer",142,2020-10-27 18:00:00.000
58,"uav, aerial, drone, unmanned, swarm",194,2020-10-27 18:00:00.000
59,"imagetoimage translation, image generation, imagetoimage, translation, texttoimage",67,2020-10-27 18:00:00.000
60,"groups, subgroups, finite, finite groups, abelian",227,2020-10-27 18:00:00.000
61,"blockchain, smart, smart contracts, contracts, fraud",245,2020-10-27 18:00:00.000
62,"privacy, private, differentially private, differentially, differential privacy",162,2020-10-27 18:00:00.000
63,"games, game, mean field, nash, equilibria",185,2020-10-27 18:00:00.000
64,"brownian, brownian motion, equations, stochastic differential, differential equations",188,2020-10-27 18:00:00.000
65,"codes, decoding, polar, selfdual, constructions",211,2020-10-27 18:00:00.000
66,"dialogue, dialog, taskoriented, conversational, gender",127,2020-10-27 18:00:00.000
67,"anomaly detection, anomaly, outlier, outlier detection, outliers",125,2020-10-27 18:00:00.000
68,"physicsinformed, differential equations, physicsinformed neural, partial differential, pdes",131,2020-10-27 18:00:00.000
69,"segmentation, semantic segmentation, semantic, instance segmentation, instance",123,2020-10-27 18:00:00.000
70,"community, community detection, complex networks, centrality, social networks",233,2020-10-27 18:00:00.000
71,"plasmonic, metamaterials, metamaterial, plasmon, surface",194,2020-10-27 18:00:00.000
72,"news, fake, opinion, social, twitter",155,2020-10-27 18:00:00.000
73,"inverse problems, diffusion models, linear inverse, normalizing, normalizing flows",53,2020-10-27 18:00:00.000
74,"supernova, ia, remnant, sn, remnants",146,2020-10-27 18:00:00.000
75,"entanglement, entanglement entropy, multipartite, entangled, quantum entanglement",116,2020-10-27 18:00:00.000
76,"boseeinstein, condensates, bose, condensate, superfluid",181,2020-10-27 18:00:00.000
77,"neutron, neutron stars, star, stars, mergers",146,2020-10-27 18:00:00.000
78,"matrices, markov, markov chains, random matrices, chains",143,2020-10-27 18:00:00.000
79,"telescope, astronomical, astronomy, observatory, sky",171,2020-10-27 18:00:00.000
80,"detectors, detector, silicon, readout, argon",152,2020-10-27 18:00:00.000
81,"knots, knot, links, braid, homology",163,2020-10-27 18:00:00.000
82,"materials, molecular, material, crystal, force",102,2020-10-27 18:00:00.000
83,"remote sensing, remote, crop, sensing, imagery",95,2020-10-27 18:00:00.000
84,"sentiment, summarization, sentiment analysis, topic, abstractive",120,2020-10-27 18:00:00.000
-1,"quantum, equations, optical, spin, magnetic",32493,2021-03-09 21:36:00.000
0,"galaxies, galaxy, stars, stellar, star",2486,2021-03-09 21:36:00.000
1,"magnetic, hall, spin, superconductivity, films",2201,2021-03-09 21:36:00.000
2,"collisions, qcd, production, decays, higgs",1488,2021-03-09 21:36:00.000
3,"curvature, curves, surfaces, manifolds, bundles",1581,2021-03-09 21:36:00.000
4,"gravity, gauge, theories, inflation, cosmological",1538,2021-03-09 21:36:00.000
5,"mimo, wireless, iot, communications, intelligent",1084,2021-03-09 21:36:00.000
6,"graphs, trees, hypergraphs, coloring, chromatic",1080,2021-03-09 21:36:00.000
7,"language, machine translation, translation, language models, bert",736,2021-03-09 21:36:00.000
8,"segmentation, mri, medical, medical image, image segmentation",783,2021-03-09 21:36:00.000
9,"black, black hole, hole, black holes, holes",868,2021-03-09 21:36:00.000
10,"speech, speech recognition, speaker, audio, music",828,2021-03-09 21:36:00.000
11,"quantum, quantum computing, circuits, quantum circuits, variational quantum",660,2021-03-09 21:36:00.000
12,"time series, forecasting, series forecasting, highdimensional, gaussian processes",744,2021-03-09 21:36:00.000
13,"ai, intelligence, artificial intelligence, citation, agents",393,2021-03-09 21:36:00.000
14,"nonconvex, convex, descent, optimization problems, convex optimization",692,2021-03-09 21:36:00.000
15,"algebras, lie, categories, algebra, modules",578,2021-03-09 21:36:00.000
16,"photonic, optical, photon, laser, cavity",566,2021-03-09 21:36:00.000
17,"protein, cell, molecular, drug, dna",387,2021-03-09 21:36:00.000
18,"brain, spiking, eeg, spiking neural, neuromorphic",388,2021-03-09 21:36:00.000
19,"financial, market, stock, pricing, markets",459,2021-03-09 21:36:00.000
20,"architecture search, neural architecture, architecture, deep neural, pruning",617,2021-03-09 21:36:00.000
21,"reinforcement learning, reinforcement, policy, deep reinforcement, multiagent",458,2021-03-09 21:36:00.000
22,"granular, porous, polymer, droplets, droplet",523,2021-03-09 21:36:00.000
23,"electricity, renewable, wind, grid, power systems",479,2021-03-09 21:36:00.000
24,"driving, autonomous, traffic, planning, trajectory",389,2021-03-09 21:36:00.000
25,"object detection, object, point cloud, cloud, lidar",433,2021-03-09 21:36:00.000
26,"covid19, epidemic, pandemic, covid19 pandemic, spread",820,2021-03-09 21:36:00.000
27,"domain adaptation, adaptation, label, metalearning, unsupervised domain",503,2021-03-09 21:36:00.000
28,"manipulation, robot, imitation, robotic, locomotion",278,2021-03-09 21:36:00.000
29,"causal, treatment, survival, causal inference, quantile",315,2021-03-09 21:36:00.000
30,"dark, dark matter, dark energy, axion, axionlike",347,2021-03-09 21:36:00.000
31,"predictive control, optimal control, predictive, model predictive, kalman",384,2021-03-09 21:36:00.000
32,"navierstokes, navierstokes equations, galerkin, equations, element",399,2021-03-09 21:36:00.000
33,"pulsar, gammaray, xray, bursts, pulsars",342,2021-03-09 21:36:00.000
34,"software, code generation, repair, vulnerability, bug",323,2021-03-09 21:36:00.000
35,"depth, stereo, depth estimation, monocular, splatting",246,2021-03-09 21:36:00.000
36,"serverless, gpu, cloud, hpc, riscv",312,2021-03-09 21:36:00.000
37,"adversarial, attacks, attack, adversarial attacks, adversarial robustness",373,2021-03-09 21:36:00.000
38,"elliptic, fractional, equations, elliptic equations, laplacian",359,2021-03-09 21:36:00.000
39,"operators, sobolev, banach, inequalities, banach spaces",329,2021-03-09 21:36:00.000
40,"health, clinical, medical, depression, electronic health",198,2021-03-09 21:36:00.000
41,"face, facial, face recognition, recognition, expression",331,2021-03-09 21:36:00.000
42,"graph neural, graph convolutional, node, graphs, convolutional",283,2021-03-09 21:36:00.000
43,"neutrino, neutrinos, oscillations, mass, flavor",281,2021-03-09 21:36:00.000
44,"superresolution, image superresolution, video, denoising, restoration",287,2021-03-09 21:36:00.000
45,"logic, automata, logics, boolean, modal",300,2021-03-09 21:36:00.000
46,"solar, coronal, wind, flare, magnetic",332,2021-03-09 21:36:00.000
47,"recommendation, recommender, recommender systems, recommendations, collaborative filtering",257,2021-03-09 21:36:00.000
48,"plasma, plasmas, electron, laser, ionization",321,2021-03-09 21:36:00.000
49,"federated, federated learning, learning federated, noniid, privacy",204,2021-03-09 21:36:00.000
50,"bilayer, twisted, graphite, tunable, hall",331,2021-03-09 21:36:00.000
51,"question, answering, question answering, knowledge, knowledge graph",239,2021-03-09 21:36:00.000
52,"schrodinger, nonlinear schrodinger, equations, wave, wave equations",288,2021-03-09 21:36:00.000
53,"action, action recognition, recognition, reality, gaze",245,2021-03-09 21:36:00.000
54,"multimodal, visionlanguage, video understanding, video, visual",68,2021-03-09 21:36:00.000
55,"seismic, climate, assimilation, weather, inversion",193,2021-03-09 21:36:00.000
56,"turbulence, turbulent, convection, vortex, waves",256,2021-03-09 21:36:00.000
57,"transformers, attention, transformer, generative adversarial, gans",218,2021-03-09 21:36:00.000
58,"uav, aerial, uavs, drone, unmanned",218,2021-03-09 21:36:00.000
59,"imagetoimage, imagetoimage translation, style, style transfer, texttoimage",105,2021-03-09 21:36:00.000
60,"groups, subgroups, finite groups, finite, abelian",231,2021-03-09 21:36:00.000
61,"blockchain, smart, contracts, smart contracts, fraud",229,2021-03-09 21:36:00.000
62,"privacy, private, differential privacy, differentially private, differentially",191,2021-03-09 21:36:00.000
63,"games, game, mean field, nash, equilibrium",203,2021-03-09 21:36:00.000
64,"brownian, brownian motion, stochastic differential, sdes, differential equations",205,2021-03-09 21:36:00.000
65,"codes, decoding, polar, cyclic, weight",197,2021-03-09 21:36:00.000
66,"dialogue, dialog, taskoriented, state tracking, gender",166,2021-03-09 21:36:00.000
67,"anomaly detection, anomaly, outlier, outlier detection, unsupervised",152,2021-03-09 21:36:00.000
68,"physicsinformed, physicsinformed neural, differential equations, pdes, partial differential",143,2021-03-09 21:36:00.000
69,"segmentation, semantic segmentation, semantic, instance, instance segmentation",192,2021-03-09 21:36:00.000
70,"community, community detection, complex networks, centrality, social networks",180,2021-03-09 21:36:00.000
71,"plasmonic, metamaterials, metamaterial, plasmon, optical",152,2021-03-09 21:36:00.000
72,"news, opinion, fake, twitter, social",142,2021-03-09 21:36:00.000
73,"inverse problems, diffusion models, normalizing, normalizing flows, linear inverse",61,2021-03-09 21:36:00.000
74,"supernova, ia, sn, remnant, remnants",153,2021-03-09 21:36:00.000
75,"entanglement, entangled, entanglement entropy, multipartite, bipartite",131,2021-03-09 21:36:00.000
76,"boseeinstein, bose, condensates, condensate, superfluid",178,2021-03-09 21:36:00.000
77,"neutron, neutron stars, star, stars, mergers",162,2021-03-09 21:36:00.000
78,"matrices, random matrices, markov, markov chains, random variables",155,2021-03-09 21:36:00.000
79,"telescope, astronomy, sky, astronomical, observatory",128,2021-03-09 21:36:00.000
80,"detector, detectors, liquid, argon, readout",119,2021-03-09 21:36:00.000
81,"knots, knot, links, braid, homology",145,2021-03-09 21:36:00.000
82,"materials, molecular, additive manufacturing, manufacturing, molecular dynamics",122,2021-03-09 21:36:00.000
83,"remote sensing, remote, sensing, crop, plant",104,2021-03-09 21:36:00.000
84,"summarization, sentiment, sentiment analysis, abstractive, topic",170,2021-03-09 21:36:00.000
-1,"quantum, equations, spin, optical, magnetic",31542,2021-07-21 01:12:00.000
0,"galaxies, galaxy, stars, stellar, star",2130,2021-07-21 01:12:00.000
1,"magnetic, superconductivity, spin, hall, superconductors",2144,2021-07-21 01:12:00.000
2,"qcd, collisions, production, decays, higgs",1691,2021-07-21 01:12:00.000
3,"curvature, surfaces, curves, conjecture, polynomials",1562,2021-07-21 01:12:00.000
4,"gravity, gauge, theories, inflation, cosmological",1430,2021-07-21 01:12:00.000
5,"mimo, wireless, communications, massive, intelligent",1053,2021-07-21 01:12:00.000
6,"graphs, hypergraphs, trees, ramsey, chromatic",1003,2021-07-21 01:12:00.000
7,"language, translation, machine translation, language models, neural machine",698,2021-07-21 01:12:00.000
8,"segmentation, medical, mri, medical image, image segmentation",759,2021-07-21 01:12:00.000
9,"black, black hole, hole, black holes, holes",905,2021-07-21 01:12:00.000
10,"speech, speech recognition, speaker, music, audio",776,2021-07-21 01:12:00.000
11,"quantum, manybody, quantum systems, circuits, quantum circuits",630,2021-07-21 01:12:00.000
12,"time series, forecasting, series forecasting, gaussian processes, carlo",722,2021-07-21 01:12:00.000
13,"ai, intelligence, artificial intelligence, agents, student",350,2021-07-21 01:12:00.000
14,"nonconvex, convex, descent, optimization problems, bayesian optimization",602,2021-07-21 01:12:00.000
15,"algebras, categories, modules, lie, algebra",518,2021-07-21 01:12:00.000
16,"photonic, optical, laser, cavity, photon",466,2021-07-21 01:12:00.000
17,"protein, cell, dna, molecular, gene",429,2021-07-21 01:12:00.000
18,"spiking, brain, spiking neural, eeg, alzheimers",408,2021-07-21 01:12:00.000
19,"financial, market, pricing, stock, portfolio",456,2021-07-21 01:12:00.000
20,"architecture search, neural architecture, deep neural, architecture, pruning",482,2021-07-21 01:12:00.000
21,"reinforcement learning, reinforcement, policy, offline, multiagent",388,2021-07-21 01:12:00.000
22,"granular, porous, droplets, droplet, polymer",498,2021-07-21 01:12:00.000
23,"electricity, load, grid, electric, wind",459,2021-07-21 01:12:00.000
24,"driving, autonomous, traffic, planning, autonomous driving",418,2021-07-21 01:12:00.000
25,"object detection, object, point cloud, cloud, lidar",439,2021-07-21 01:12:00.000
26,"covid19, epidemic, pandemic, covid19 pandemic, infection",691,2021-07-21 01:12:00.000
27,"domain adaptation, adaptation, label, multilabel, semisupervised",464,2021-07-21 01:12:00.000
28,"manipulation, robot, imitation, robotic, tactile",277,2021-07-21 01:12:00.000
29,"causal, treatment, quantile, causal inference, imputation",346,2021-07-21 01:12:00.000
30,"dark, dark matter, dark energy, axion, axionlike",388,2021-07-21 01:12:00.000
31,"predictive control, optimal control, predictive, model predictive, nonlinear systems",308,2021-07-21 01:12:00.000
32,"navierstokes, navierstokes equations, compressible, equations, element",353,2021-07-21 01:12:00.000
33,"gammaray, pulsar, bursts, xray, burst",372,2021-07-21 01:12:00.000
34,"software, source code, vulnerability, software engineering, bug",249,2021-07-21 01:12:00.000
35,"depth, depth estimation, monocular, stereo, splatting",261,2021-07-21 01:12:00.000
36,"hpc, serverless, gpu, cloud, gpus",309,2021-07-21 01:12:00.000
37,"adversarial, attacks, adversarial attacks, attack, adversarial robustness",392,2021-07-21 01:12:00.000
38,"fractional, elliptic, equations, laplacian, elliptic equations",329,2021-07-21 01:12:00.000
39,"operators, sobolev, banach, inequalities, inequality",372,2021-07-21 01:12:00.000
40,"clinical, health, medical, electronic health, depression",196,2021-07-21 01:12:00.000
41,"face, facial, face recognition, recognition, deepfake",286,2021-07-21 01:12:00.000
42,"graph neural, node, graphs, graph convolutional, link prediction",295,2021-07-21 01:12:00.000
43,"neutrino, neutrinos, mass, oscillations, flavor",287,2021-07-21 01:12:00.000
44,"superresolution, denoising, video, image superresolution, image compression",261,2021-07-21 01:12:00.000
45,"logic, automata, logics, boolean, semantics",262,2021-07-21 01:12:00.000
46,"solar, coronal, wind, flare, magnetic",266,2021-07-21 01:12:00.000
47,"recommendation, recommender, recommender systems, recommendations, collaborative filtering",238,2021-07-21 01:12:00.000
48,"plasma, plasmas, laser, electron, ionization",266,2021-07-21 01:12:00.000
49,"federated, federated learning, learning federated, noniid, communicationefficient",222,2021-07-21 01:12:00.000
50,"bilayer, twisted, graphite, moire, hall",290,2021-07-21 01:12:00.000
51,"question, answering, question answering, knowledge, knowledge graph",227,2021-07-21 01:12:00.000
52,"schrodinger, nonlinear schrodinger, equations, wave, operators",267,2021-07-21 01:12:00.000
53,"action, action recognition, recognition, activity recognition, reality",234,2021-07-21 01:12:00.000
54,"multimodal, visionlanguage, reasoning, video understanding, visual",77,2021-07-21 01:12:00.000
55,"climate, seismic, assimilation, inversion, weather",224,2021-07-21 01:12:00.000
56,"turbulence, turbulent, convection, vortex, waves",252,2021-07-21 01:12:00.000
57,"transformers, transformer, attention, vision, vision transformers",228,2021-07-21 01:12:00.000
58,"uav, drone, aerial, uavs, swarm",228,2021-07-21 01:12:00.000
59,"texttoimage, style, scene graph, image generation, translation",108,2021-07-21 01:12:00.000
60,"groups, subgroups, finite groups, finite, abelian",235,2021-07-21 01:12:00.000
61,"blockchain, smart, contracts, smart contracts, fraud",227,2021-07-21 01:12:00.000
62,"privacy, private, differential privacy, differentially private, differentially",192,2021-07-21 01:12:00.000
63,"games, game, nash, mean field, nash equilibrium",185,2021-07-21 01:12:00.000
64,"brownian, brownian motion, stochastic differential, equations, differential equations",215,2021-07-21 01:12:00.000
65,"codes, decoding, polar, constructions, coding",170,2021-07-21 01:12:00.000
66,"dialogue, dialog, conversational, taskoriented, state tracking",166,2021-07-21 01:12:00.000
67,"anomaly, anomaly detection, outlier, outlier detection, anomalies",174,2021-07-21 01:12:00.000
68,"physicsinformed, differential equations, physicsinformed neural, partial differential, equations",158,2021-07-21 01:12:00.000
69,"segmentation, semantic segmentation, semantic, instance segmentation, instance",196,2021-07-21 01:12:00.000
70,"community, community detection, complex networks, centrality, social networks",157,2021-07-21 01:12:00.000
71,"plasmonic, metamaterials, plasmon, metamaterial, surface",152,2021-07-21 01:12:00.000
